1,0,330,31
1,1,0,31
2,0,75,31
2,0,170,30
2,1,0,31
3,0,125,19
3,0,45,31
3,0,25,28
3,1,50,19
4,0,80,30
4,0,145,19
4,1,0,28
4,1,30,31
4,1,20,19
5,0,25,31
5,0,55,31
5,0,80,19
5,1,1000,28
6,0,45,28
6,0,75,30
6,0,105,19
6,0,95,28
6,0,95,30
6,1,30,31
6,1,20,19
6,1,50,30
7,0,95,31
7,0,135,31
7,0,95,19
7,0,95,31
7,0,65,28
7,0,95,19
7,0,75,28
7,0,65,31
7,0,95,19
7,0,15,30
7,1,0,28
7,1,30,31
7,1,20,19
7,1,50,30
7,1,2000,28
8,0,45,30
8,0,65,31
8,0,85,19
8,0,75,28
8,1,20,19
8,1,500,28
8,1,2500,28
8,1,3500,28
8,1,4000,28
