1,0,1000,33
1,0,400,17
1,1,0,33
2,0,80,33
2,0,130,27
2,1,0,33
3,0,130,22
3,0,49,33
3,1,30,22
4,0,85,27
4,0,150,25
4,1,0,20
4,1,30,33
4,1,20,22
5,0,60,33
5,0,70,22
5,0,33,33
5,1,1000,20
6,0,33,33
6,0,80,27
6,0,110,22
6,0,50,33
6,0,80,27
6,1,30,33
6,1,20,22
6,1,50,27
7,0,50,33
7,0,70,33
7,0,100,22
7,0,50,33
7,0,70,33
7,0,100,22
7,0,50,33
7,0,70,33
7,0,100,25
7,0,20,27
7,1,0,20
7,1,30,33
7,1,20,25
7,1,50,27
7,1,2000,20
8,0,49,27
8,0,70,33
8,0,90,22
8,1,30,33
8,1,20,22
8,1,500,20
8,1,2500,20
8,1,3500,20
8,1,4000,20
